Date;Food;Fertil;GPRH;Metal;Oil;Raw_Material;Temperature Anomalies;VIX;Euro_Dollars;Viande;Huile;Wheat;Sucre
2011-02-01;137,6;115,47620323966;70,897575378418;125,81963076352;88,58;134,22646926134;0,45;18,35;1,3802;110,25;57,86;816,38;32,51
2011-03-01;134,3;111,73001285908;101,096504211426;121,37058532795;102,86;131,99465333192;0,6;17,74;1,4165;121,55;59,56;759,13;27,11
2011-04-01;136,4;110,52139944702;76,1161727905273;124,28530280696;109,53;134,5554041357;0,62;14,75;1,4799;117,05;58,83;804,13;23,38
2011-05-01;135,2;108,35564802136;90,7013473510742;118,49279648344;100,9;125,99048434931;0,55;15,45;1,4394;103,75;59,04;787,13;23,18
2011-06-01;135;146,01848169353;77,3432540893555;116,97693495795;96,26;124,37217873468;0,64;16,52;1,4504;112,75;55,45;600,38;28,36
2011-07-01;133,2;153,44880925391;68,4137496948242;120,98702273544;97,3;121,1942782004;0,65;25,25;1,4395;112,62;56;674,88;29,81
2011-08-01;133;155,85325518967;71,489616394043;114,76937520668;86,33;121,31508178655;0,65;31,620001;1,4377;113;59,07;788,13;29,68
2011-09-01;130,4;160,61171702185;72,504035949707;109,08108734898;85,52;120,09520875702;0,59;42,959999;1,3384;122,15;50,48;606;26,34
2011-10-01;125,7;160,81943238104;66,2100677490234;98,38978774846;86,32;115,68802251406;0,61;29,959999;1,3856;119,8;51,79;629,25;25,77
2011-11-01;126,1;158,78996767637;70,8801956176758;95,83966482156;97,16;106,32052358125;0,49;27,799999;1,3441;121,6;49,93;614,88;23,69
2011-12-01;122,1;149,11074290464;75,7466049194336;95,07594280566;98,56;104,23668802442;0,55;23,4;1,2945;122,9;52,78;653,13;23,3
2012-01-01;122,4;138,55776269623;68,2678680419922;100,50247509191;100,27;105,72491424471;0,44;19,440001;1,3078;124,85;51,72;666,63;23,09
2012-02-01;125,4;139,32665972583;76,5500411987305;104,00500763309;102,2;107,84797657989;0,45;18,43;1,3324;127,65;54,87;667,88;25,01
2012-03-01;125,8;136,90574068752;74,9962387084961;103,54326762651;106,16;106,46361030893;0,51;15,5;1,3343;120,45;55,7;658,88;23,82
2012-04-01;124,4;154,33703779472;78,8109130859375;100,95386652161;103,32;106,25556847603;0,73;17,15;1,324;118,75;55,23;652,63;21,12
2012-05-01;119;161,10366070361;70,2324905395508;96,62863982128;94,66;104,59761513552;0,74;24,059999;1,2356;117,1;49,63;645,63;19,78
2012-06-01;115,9;152,75350487305;61,874813079834;91,63118125981;82,3;98,81427164418;0,72;17,08;1,2658;116,55;52,59;758,88;21,01
2012-07-01;122,1;118,63775599334;67,4638671875;91,1857005338;87,9;97,54645935137;0,7;18,93;1,2303;118,88;52,99;892,63;22,9
2012-08-01;123,4;140,40886073762;68,635986328125;87,65118551064;94,13;95,74417280876;0,7;17,469999;1,2575;118,08;57,08;888,63;20,51
2012-09-01;125,2;140,67719505147;61,4419250488281;93,5892224785;94,51;98,13747360269;0,74;15,73;1,2858;122,08;53;895,63;20,42
2012-10-01;124;134,99042302858;69,4249267578125;94,00176961033;89,49;98,63831044944;0,7;18,6;1,2958;126,75;50,95;866,88;19,4
2012-11-01;123,6;138,4240247523;67,2800750732422;92,41514908431;86,53;97,21219419427;0,7;15,87;1,2984;126,72;50,23;863,5;19,38
2012-12-01;122,9;136,61751968479;65,622200012207;97,42328329313;87,86;99,10046259567;0,47;18,02;1,3194;129,9;50,18;778,5;19,6
2013-01-01;123,4;131,81737763805;70,8666000366211;100,28575364763;94,76;99,46072465847;0,62;14,28;1,3578;127,62;53,56;781,63;18,84
2013-02-01;123,3;136,40502217246;72,4058151245117;101,34065726775;95,31;97,20975938659;0,66;15,51;1,3056;128;49,42;716,38;18,39
2013-03-01;122,9;129,7142914294;55,701545715332;94,54730708283;92,94;95,18855319104;0,67;12,7;1,2818;128,9;50,34;684,5;17,7
2013-04-01;122,9;117,31720084841;76,689697265625;90,7332321538;92,02;94,44463051141;0,58;13,52;1,3166;128,4;49,04;730,25;17,6
2013-05-01;122,1;123,66371024963;73,3460998535156;88,3155085324;94,51;94,99686962532;0,68;16,299999;1,2995;121,3;48,21;706,63;16,9
2013-06-01;120,9;114,44710171192;71,1839218139648;85,4117449957;95,77;95,14239465382;0,69;16,860001;1,3008;118,15;45,91;656,88;16,92
2013-07-01;117,9;110,3313765344;58,9587364196777;85,66884144195;104,67;92,91988076616;0,66;13,45;1,33;121,45;42,41;663,63;17,47
2013-08-01;116,2;107,22577872806;71,7505187988281;89,63748054703;106,57;94,16284781762;0,68;17,01;1,322;122,7;44,29;654,88;16,88
2013-09-01;116,4;102,13922505734;85,7788314819336;88,15323760672;106,29;95,17738853224;0,68;16,6;1,3524;127,85;41,4;679,13;18,14
2013-10-01;118,8;98,31309926334;64,7018356323242;89,07356330013;100,54;95,39443533454;0,66;13,75;1,3582;134,5;41,99;667,38;18,19
2013-11-01;118,7;99,74911090263;68,7341232299805;87,82071529155;93,86;95,24535958242;0,81;13,7;1,3589;133,47;40,86;668,25;17,24
2013-12-01;118,2;101,24974297873;70,1871109008789;88,71366598638;97,63;95,59141551023;0,67;13,72;1,3745;134,5;39,49;605,13;16,56
2014-01-01;116,2;105,66526447645;71,9802169799805;88,07568877782;94,62;95,16985388747;0,69;18,41;1,3485;141,68;38,25;555;15,76
2014-02-01;118,5;105,60942788655;63,7806968688965;86,16332398817;100,82;95,2628600598;0,49;14;1,3802;151,95;41,87;600,38;17,66
2014-03-01;122,1;102,59859795258;92,2150802612305;82,97936173713;100,8;96,55426128582;0,76;13,88;1,377;145,85;40,5;697,13;18,13
2014-04-01;121,5;94,90837907642;75,93310546875;85,47825515708;102,07;95,75856755526;0,8;13,41;1,3866;145,82;42,08;721,5;17,72
2014-05-01;121,3;96,03112235443;73,1231307983398;84,84713666365;102,18;95,22598971479;0,8;11,4;1,363;137,8;38,68;628,13;18,19
2014-06-01;119,3;99,49879505757;82,3318405151367;84,35901480662;105,79;94,87029800421;0,77;11,57;1,3691;153;39,04;576,75;18,01
2014-07-01;116,4;100,48395111002;104,568336486816;88,18183043721;103,59;94,28753122569;0,71;16,950001;1,3388;157,93;36,22;530,38;18,25
2014-08-01;113;101,43514409269;96,0631408691406;88,03385374179;96,54;90,9776472339;0,82;12,09;1,3132;155,9;32,14;563,38;17,44
2014-09-01;109,3;102,7868339775;104,130493164062;85,07021667072;93,21;88,2584821326;0,79;16,309999;1,2631;160,45;32,65;478,63;16,45
2014-10-01;109,4;103,52714580171;68,8133010864258;82,61522827059;84,4;87,03256236861;0,75;14,03;1,2524;169,5;35,24;531,25;16,34
2014-11-01;108,2;103,34969326874;67,8210144042969;82,85539367299;75,79;85,09821024787;0,64;13,33;1,245;168,88;32,41;578,38;15,96
2014-12-01;105,1;101,78104062012;69,4857406616211;78,82598352052;59,29;84,37267419978;0,81;19,200001;1,2097;165,7;32,35;589,88;14,92
2015-01-01;100,7;101,36218939863;94,4410629272461;73,8531946875;47,22;83,45610380666;0,83;20,969999;1,1286;154,85;30,46;503,25;15,04
2015-02-01;98,5;101,69905265602;98,143180847168;72,37040325316;50,58;85,02056433193;0,86;13,34;1,1193;158;33,11;512;13,77
2015-03-01;95,6;100,88430969039;95,0536117553711;71,77724587365;47,82;83,64017078997;0,92;15,29;1,073;161,32;30,7;512,88;12,06
2015-04-01;94,7;95,15832024818;90,0971908569336;72,13660554901;54,45;83,67947299147;0,81;14,55;1,1222;159,5;31,72;475,38;13,18
2015-05-01;95;95,4072527346;67,8885879516602;74,63688614214;59,27;86,00600056865;0,89;13,84;1,0987;152,32;33,33;477,88;12,28
2015-06-01;94,5;100,1885932898;78,0304794311523;70,3133685838;59,82;85,64152174389;0,91;18,23;1,1135;147,85;33,74;616,63;12,47
2015-07-01;93,8;99,80917670459;94,7588272094727;65,74767692707;50,9;84,35936490997;0,85;12,12;1,0987;145,7;30,21;498,13;12,4
2015-08-01;89,6;98,43518872006;83,1236724853516;62,65317938594;42,87;83,37754198808;0,91;28,43;1,1211;145,5;28,25;485,38;11,77
2015-09-01;89;99,60652030013;95,892333984375;63,40239009603;45,48;81,89823773182;0,94;24,5;1,1176;124,67;27,66;512,25;12,88
2015-10-01;90,4;95,4687723803;90,8705978393555;62,21665659974;46,22;81,69236379864;1,03;15,07;1,1005;139,25;28,75;522,13;14,17
2015-11-01;87,7;96,557487953;119,510467529297;57,8325425273;42,44;80,45638691114;1;16,129999;1,0563;130,05;29,67;475,63;14,46
2015-12-01;87,1;96,24798508873;131,210586547852;56,31368037882;37,19;80,20100791879;1,15;18,209999;1,086;135,8;30,96;469,38;14,92
2016-01-01;84,9;90,31730941755;97,5021133422852;55,21308139438;31,68;78,4288010636;1,12;20,200001;1,0834;135,3;31,33;479,38;13,08
2016-02-01;86;80,30048803834;84,3151702880859;57,68103065508;30,32;78,2576907741;1,26;20,549999;1,0871;139,5;31,11;452,88;14,36
2016-03-01;87,4;81,99744177384;93,4527282714844;61,19185775563;37,55;78,88592022116;1,31;13,95;1,1378;132,93;34,53;474,5;15,45
2016-04-01;89,2;81,36309726546;85,3721160888672;61,99894560548;40,75;81,60009897896;1,12;15,7;1,1454;123,1;33,26;489,25;16,32
2016-05-01;90,6;81,08696508505;77,3542785644531;59,97948963399;46,71;82,05188514815;0,94;14,19;1,1129;121,1;32,05;463,75;17,66
2016-06-01;93,8;72,54103878824;74,2213134765625;60,25668067631;48,76;81,61756039591;0,93;15,63;1,1104;120;31,66;448;20,33
2016-07-01;93;76,65463031369;90,4310607910156;63,49255155392;44,65;80,54640244799;0,92;11,87;1,117;113,08;30,59;407,25;19,44
2016-08-01;95,3;72,69475673646;79,6497802734375;63,78019705978;44,72;80,5342581315;0,98;13,42;1,1156;111,95;32,87;387,5;20,56
2016-09-01;96,1;73,05125868776;94,0345458984375;62,82845413738;45,18;80,60911677904;0,94;13,29;1,1238;98,9;33,67;401,75;23
2016-10-01;95,9;72,96639047487;77,6897354125977;64,1328563209;49,78;78,72411204654;0,79;17,059999;1,0979;103,1;35,53;415,25;21,11
2016-11-01;95,8;74,51043954205;71,8623428344727;71,52669221327;45,66;79,70767467082;0,78;13,33;1,0585;110,75;37,25;403;19,27
2016-12-01;95,1;75,02915253434;86,4172439575195;73,53505724321;51,97;81,41390280484;0,83;14,04;1,0513;119;34,92;407,75;19,25
2017-01-01;97,7;76,79330701687;86,7618789672852;74,5445265546;52,5;83,42597984085;0,97;11,99;1,0795;115,6;34,4;421;20,46
2017-02-01;98,1;76,75358379617;98,752326965332;77,94041741155;53,47;85,17327831069;1,02;12,92;1,0575;126,6;34,19;443,75;19,23
2017-03-01;96,2;76,44786976355;80,1341094970703;77,34271792858;49,33;82,76601566988;1,08;12,37;1,0649;119,95;32,17;425,75;16,88
2017-04-01;95,1;73,74138825674;93,1114196777344;74,04135598388;51,06;82,49827024405;0,92;10,82;1,0895;138;31,81;432,62;16,13
2017-05-01;97,4;68,50559852449;78,9104537963867;72,23872226729;48,48;82,15711923179;0,87;10,41;1,1241;124,42;31,6;429,5;15,13
2017-06-01;98;70,25871604161;105,329345703125;71,70786089173;45,18;78,9968448692;0,84;11,18;1,1423;119,1;33,16;525,75;13,81
2017-07-01;100,2;68,91560614106;86,8911972045898;75,38731558352;46,63;79,43806346962;0,9;10,26;1,184;112;34,92;474,25;15,6
2017-08-01;99,3;70,74848845154;107,87451171875;81,55521096138;48,04;79,37170927776;0,92;10,59;1,1908;104,53;35,06;435,5;14,98
2017-09-01;99,9;74,07601719778;95,0246810913086;82,67827989338;49,82;80,34235409844;0,86;9,51;1,1812;109,1;32,99;448,25;14,1
2017-10-01;98,9;78,08694341217;76,0986633300781;83,3900822677;51,58;78,63877099338;0,81;10,18;1,1644;120,5;35,11;418,5;14,82
2017-11-01;98,9;82,67508395184;61,7596893310547;83,45610945792;56,64;78,74389545439;0,8;11,28;1,1902;119,9;34,06;434,38;15,03
2017-12-01;96,4;74,09940833622;64,8411560058594;84,11395678797;57,88;80,40225113101;0,87;11,04;1,1996;123;33,43;427,5;15,02
2018-01-01;96,8;75,45335079228;69,3432769775391;88,56962577713;63,7;82,76026845738;0,74;13,54;1,242;123,85;33,48;451,5;13,37
2018-02-01;97,9;77,69608163431;58,2115592956543;88,60694031026;62,23;83,16351356902;0,76;19,85;1,2193;127,5;32,43;492,5;13,38
2018-03-01;99;78,2752110409;76,136474609375;84,47107154647;62,73;84,35758917164;0,89;19,969999;1,2321;113,75;32,26;451,75;12,46
2018-04-01;98,6;78,5918444877;76,4016571044922;86,44544399191;66,25;84,63310890158;0,84;15,93;1,2077;123,75;30,76;511,25;11,75
2018-05-01;98,7;77,3963629596;83,7504196166992;86,78852726804;69,98;83,09428116634;0,81;15,43;1,169;105,05;31,39;524,75;13,02
2018-06-01;97;78,03045075884;77,2205429077148;86,97667991636;67,87;82,19234304833;0,78;16,09;1,1683;107;29,34;502;12,25
2018-07-01;95,1;82,63548241514;68,615348815918;79,77226290302;70,98;80,96061477547;0,82;12,83;1,1691;107,67;29,01;554,5;11,48
2018-08-01;96;84,56561082431;74,0052185058594;78,11847133652;68,06;80,2832171521;0,8;12,86;1,1599;106,8;28,77;546,5;11,42
2018-09-01;94,2;86,69724736239;51,7537460327148;77,44491643466;70,23;79,94930124471;0,83;12,12;1,1608;113,45;29,23;510,5;11,2
2018-10-01;93,3;88,15180038914;60,4942512512207;79,35498638732;70,75;79,13625682937;0,92;21,23;1,131;115,85;28,49;501,25;13,3
2018-11-01;92,2;93,11753627303;52,7512855529785;77,50087473856;56,96;78,2360271913;0,78;18,07;1,1315;116,92;28,3;515,5;12,95
2018-12-01;92,2;89,42814531776;63,8190536499023;76,0717046308;49,52;77,81373567546;0,88;25,42;1,1469;124,8;28,12;503;12,1
2019-01-01;93,3;86,81908444447;66,3917388916016;75,77415348893;51,38;78,50976389006;0,93;16,57;1,1444;124,8;30,79;516,5;12,81
2019-02-01;94;84,8397441476;75,3129272460938;80,11719819835;54,95;78,7551312579;0,85;14,78;1,137;129,95;30,59;458,75;12,78
2019-03-01;93,2;84,27847966104;63,7117042541504;81,09669812297;58,15;79,74087081735;1,09;13,71;1,1217;125,7;28,84;458,5;12,65
2019-04-01;93,6;84,70614727318;60,0584602355957;81,59938825983;63,86;79,75727052196;0,97;13,12;1,1215;123,75;28,02;429;12,34
2019-05-01;94,3;84,42242092393;76,1168594360352;78,64918879652;60,83;78,4838518555;0,86;18,709999;1,1167;108,47;27,85;504,88;12,43
2019-06-01;95,4;83,78403663812;73,2574005126953;78,52608899238;54,66;77,85989621593;0,95;15,08;1,1368;110,5;28,49;526;12,62
2019-07-01;95,1;82,70519020904;70,4390258789062;81,0311841945;57,35;76,27774475155;0,92;16,120001;1,1074;106,9;28;486,5;13,2
2019-08-01;94,1;81,7454226209;94,9568939208984;76,04850306889;54,81;74,35811232617;0,92;18,98;1,0989;105;28,81;461,38;12,23
2019-09-01;93,4;77,83964961817;70,8293914794922;77,32280800948;56,95;75,0455427659;0,94;16,24;1,0898;104,58;29,31;495,5;12,65
2019-10-01;95,2;77,73231589264;72,865119934082;76,45733090765;53,96;75,46573343033;0,94;13,22;1,115;111,67;31,25;508,75;12,58
2019-11-01;98,6;75,04271287283;64,525749206543;76,2153055275;57,03;76,34121147822;0,91;12,62;1,1015;121,2;30,85;542,12;12,98
2019-12-01;101;72,6279055745;50,6493339538574;77,46999671243;59,88;77,48034899526;1,05;13,78;1,121;124,7;35,06;559,38;13,54
2020-01-01;102,5;70,83943279756;104,523864746094;77,70223174562;57,52;78,12391607084;1,13;18,84;1,1093;121,38;30,69;553,38;14,35
2020-02-01;99,4;71,03393054992;62,8564376831055;73,01586884976;50,54;76,70506367521;1,16;40,110001;1,1025;112,7;29,04;525,25;14,14
2020-03-01;95,2;73,33180861897;80,5612945556641;68,70687148292;29,21;73,46459985889;1,18;53,540001;1,1029;101,83;27,51;567,75;10,5
2020-04-01;92,5;73,70477445651;67,5395965576172;65,55173456341;16,55;72,17475553839;1,05;34,150002;1,0955;90;26,79;523,5;10,37
2020-05-01;91,1;67,44113093304;75,3538513183594;68,00635609756;28,56;72,40572728537;0,94;27,51;1,1098;99,72;27,71;521,62;10,97
2020-06-01;93,3;66,80329309564;64,8608627319336;73,67846260715;38,31;73,56708986025;0,92;30,43;1,1231;91,65;28,3;490,75;11,96
2020-07-01;94;69,83762234853;61,8196792602539;79,08970395683;40,71;74,23787938026;0,92;24,459999;1,1774;102,83;30,51;531;13,2
2020-08-01;95,9;75,95903849742;55,425365447998;83,4806021787;42,34;76,39798836893;0,94;26,41;1,1936;104,5;32,86;546,5;13,28
2020-09-01;98;76,85697662166;59,5341720581055;85,11530461915;39,63;76,05747625405;0,94;26,370001;1,1718;108,55;33,19;578,12;13,51
2020-10-01;101,4;76,59469395956;54,3387870788574;85,49279171456;39,4;77,661571094;0,83;38,02;1,1647;105,97;33,24;598,5;13,39
2020-11-01;105,6;77,13672568781;50,4461975097656;90,27961371441;40,94;78,83032236107;0,95;20,57;1,1928;110,17;37,27;581;13,82
2020-12-01;108,6;78,83007656849;56,5989036560059;99,65051284839;47,02;79,89135836298;0,78;22,75;1,2213;112,95;41,52;641,75;14,68
2021-01-01;113,5;82,95833859268;61,5924987792969;102,83930165922;52;81,14882572841;0,78;33,09;1,2136;115,05;43,28;662,62;15,08
2021-02-01;116,6;100,06812709842;52,2096061706543;106,39235642069;59,04;82,80857965199;0,64;27,950001;1,2074;113,1;48,8;660,12;16,45
2021-03-01;119,2;104,16787797429;53,8703231811523;110,22138894177;62,33;82,78242179302;0,86;19,4;1,1728;120,97;48,79;618,75;14,77
2021-04-01;122,1;101,5563928027;59,9479217529297;115,32305325422;61,72;81,99196568283;0,8;18,610001;1,2018;116;57,47;735,3;16,98
2021-05-01;128,1;106,07097338935;70,3401489257812;125,79331317163;65,17;82,7859001973;0,81;16,76;1,2225;115,88;61,01;664,12;17,39
2021-06-01;125,3;119,76779783382;59,444995880127;124,27319007871;71,38;82,53138887355;0,89;15,83;1,1855;122,5;63,11;680,25;17,89
2021-07-01;124,6;126,956660526;46,8613166809082;124,52060140874;72,49;82,04859395724;0,93;18,24;1,187;122,08;63,54;703,5;18,43
2021-08-01;128;130,74924011083;59,9223518371582;119,04408323908;67,73;82,65466384297;0,89;16,48;1,1807;118,95;58,75;724;20,55
2021-09-01;129,2;129,48739967048;64,5265350341797;116,81299071857;71,65;82,5612085985;0,89;23,139999;1,1581;120,58;58,55;725,75;20,34
2021-10-01;133,2;171,5329667678;53,451171875;121,38096364349;81,48;84,90254068192;0,89;16,26;1,1561;127,38;60,44;772,75;18,95
2021-11-01;135,3;204,5106148309;52,6596870422363;114,01717045649;79,15;85,26512737411;0,91;27,190001;1,1336;135,88;55,32;773,75;18,28
2021-12-01;133,7;208,00559977197;69,290397644043;116,71518298657;71,71;83,87235707517;0,84;17,219999;1,1368;138,9;56,57;770,75;18,6
2022-01-01;135,6;200,4990322563;84,9997482299805;125,2296412723;83,22;86,17551963434;0,89;24,83;1,1233;139,57;64,4;761,25;17,8
2022-02-01;141,2;196,43653608509;120,228454589844;131,17650136422;91,64;87,01380441267;0,81;30,15;1,1219;140,5;70,79;928;17,7
2022-03-01;159,7;232,53319432902;167,167785644531;141,28333939754;108,5;85,87625536371;0,94;20,559999;1,1065;139,38;66,76;1006;19,32
2022-04-01;158,4;254,9746498198;127,619697570801;138,09414281218;101,78;86,00984949518;0,85;33,400002;1,0541;141,9;79,95;1055,75;19,15
2022-05-01;158,1;223,11100004107;100,383293151855;122,45551742174;109,55;84,96629829663;0,79;26,190001;1,0733;130,53;75,58;1088;19,57
2022-06-01;154,7;220,28345071706;100,071273803711;115,70475261365;114,84;83,07446280798;0,89;28,709999;1,0482;138;65,68;884;18,5
2022-07-01;140,6;213,08180121774;97,6230239868164;100,15401234907;101,62;79,04475319025;0,88;21,33;1,0218;136,45;65,82;807,75;17,69
2022-08-01;137,6;209,85642783308;120,197723388672;103,81183514783;93,67;78,04537594416;0,91;25,870001;1,0057;141,55;67,49;831,5;17,77
2022-09-01;136;222,51252948383;112,84644317627;97,77195427397;84,26;73,4716878842;0,88;31,620001;0,9799;143,28;61,56;921,5;17,68
2022-10-01;135,4;214,26485630355;129,020980834961;96,08712093313;87,55;71,3889815498;0,9;25,879999;0,9883;146,78;73,21;882,25;17,97
2022-11-01;135;201,82861031826;100,328674316406;100,91678827657;84,37;72,92116593421;0,75;20,58;1,0405;153,07;75,23;795,5;19,63
2022-12-01;132,4;189,59596340287;95,4142761230469;107,60328090433;76,44;75,24536624121;0,8;21,67;1,0702;154,82;63,81;792;20,04